path,orig_path,width,height,mode,format
datasets\processed\wikiart_mixed\Northern_Renaissance\Northern_Renaissance_0055.png,datasets\processed\wikiart_mixed\Northern_Renaissance\Northern_Renaissance_0055.png,511,628,RGB,png
datasets\processed\wikiart_mixed\Northern_Renaissance\Northern_Renaissance_0056.png,datasets\processed\wikiart_mixed\Northern_Renaissance\Northern_Renaissance_0056.png,511,696,RGB,png
datasets\processed\wikiart_mixed\Northern_Renaissance\Northern_Renaissance_0057.png,datasets\processed\wikiart_mixed\Northern_Renaissance\Northern_Renaissance_0057.png,511,681,RGB,png
datasets\processed\wikiart_mixed\Northern_Renaissance\Northern_Renaissance_0058.png,datasets\processed\wikiart_mixed\Northern_Renaissance\Northern_Renaissance_0058.png,511,682,RGB,png
datasets\processed\wikiart_mixed\Northern_Renaissance\Northern_Renaissance_0059.png,datasets\processed\wikiart_mixed\Northern_Renaissance\Northern_Renaissance_0059.png,511,1112,RGB,png
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0000.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0000.png,511,893,RGB,png
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0001.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0001.png,753,511,RGB,png
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0002.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0002.png,647,511,RGB,png
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0003.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0003.png,511,767,RGB,png
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0004.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0004.png,511,511,RGB,png
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0005.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0005.png,719,511,RGB,png
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0006.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0006.png,511,579,RGB,png
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0007.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0007.png,511,694,RGB,png
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0008.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0008.png,511,773,RGB,png
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0009.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0009.png,715,511,RGB,png
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0010.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0010.png,534,511,RGB,png
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0011.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0011.png,511,672,RGB,png
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0012.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0012.png,717,511,RGB,png
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0013.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0013.png,763,511,RGB,png
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0014.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0014.png,511,786,RGB,png
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0015.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0015.png,726,511,RGB,png
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0016.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0016.png,511,645,RGB,png
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0017.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0017.png,511,770,RGB,png
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0018.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0018.png,511,673,RGB,png
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0019.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0019.png,511,690,RGB,png
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0020.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0020.png,511,516,RGB,png
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0021.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0021.png,511,738,RGB,png
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0022.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0022.png,511,766,RGB,png
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0023.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0023.png,523,511,RGB,png
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0024.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0024.png,524,511,RGB,png
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0025.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0025.png,511,554,RGB,png
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0026.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0026.png,511,879,RGB,png
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0027.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0027.png,638,511,RGB,png
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0028.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0028.png,511,705,RGB,png
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0029.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0029.png,680,511,RGB,png
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0030.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0030.png,511,515,RGB,png
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0031.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0031.png,511,765,RGB,png
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0032.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0032.png,511,513,RGB,png
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0033.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0033.png,511,686,RGB,png
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0034.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0034.png,511,683,RGB,png
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0035.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0035.png,702,511,RGB,png
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0036.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0036.png,833,511,RGB,png
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0037.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0037.png,511,733,RGB,png
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0038.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0038.png,511,691,RGB,png
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0039.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0039.png,511,658,RGB,png
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0040.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0040.png,548,511,RGB,png
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0041.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0041.png,511,705,RGB,png
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0042.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0042.png,511,633,RGB,png
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0043.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0043.png,511,756,RGB,png
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0044.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0044.png,511,671,RGB,png
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0045.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0045.png,511,541,RGB,png
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0046.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0046.png,688,511,RGB,png
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0047.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0047.png,511,739,RGB,png
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0048.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0048.png,639,511,RGB,png
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0049.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0049.png,511,512,RGB,png
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0050.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0050.png,511,511,RGB,png
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0051.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0051.png,511,671,RGB,png
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0052.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0052.png,511,705,RGB,png
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0053.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0053.png,511,521,RGB,png
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0054.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0054.png,511,660,RGB,png
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0055.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0055.png,511,629,RGB,png
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0056.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0056.png,511,513,RGB,png
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0057.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0057.png,735,511,RGB,png
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0058.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0058.png,647,511,RGB,png
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0059.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0059.png,695,511,RGB,png
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0000.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0000.png,511,778,RGB,png
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0001.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0001.png,760,511,RGB,png
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0002.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0002.png,511,729,RGB,png
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0003.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0003.png,962,511,RGB,png
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0004.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0004.png,511,763,RGB,png
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0005.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0005.png,511,818,RGB,png
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0006.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0006.png,511,753,RGB,png
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0007.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0007.png,511,757,RGB,png
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0008.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0008.png,511,737,RGB,png
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0009.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0009.png,511,932,RGB,png
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0010.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0010.png,743,511,RGB,png
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0011.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0011.png,511,710,RGB,png
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0012.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0012.png,1086,511,RGB,png
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0013.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0013.png,777,511,RGB,png
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0014.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0014.png,1077,511,RGB,png
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0015.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0015.png,511,726,RGB,png
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0016.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0016.png,511,755,RGB,png
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0017.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0017.png,511,667,RGB,png
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0018.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0018.png,511,750,RGB,png
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0019.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0019.png,511,577,RGB,png
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0020.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0020.png,511,774,RGB,png
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0021.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0021.png,511,715,RGB,png
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0022.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0022.png,511,733,RGB,png
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0023.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0023.png,511,1320,RGB,png
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0024.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0024.png,690,511,RGB,png
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0025.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0025.png,511,722,RGB,png
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0026.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0026.png,744,511,RGB,png
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0027.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0027.png,511,748,RGB,png
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0028.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0028.png,779,511,RGB,png
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0029.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0029.png,1027,511,RGB,png
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0030.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0030.png,763,511,RGB,png
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0031.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0031.png,697,511,RGB,png
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0032.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0032.png,511,756,RGB,png
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0033.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0033.png,511,716,RGB,png
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0034.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0034.png,627,511,RGB,png
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0035.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0035.png,1057,511,RGB,png
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0036.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0036.png,762,511,RGB,png
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0037.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0037.png,511,745,RGB,png
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0038.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0038.png,668,511,RGB,png
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0039.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0039.png,511,763,RGB,png
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0040.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0040.png,511,720,RGB,png
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0041.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0041.png,511,756,RGB,png
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0042.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0042.png,511,733,RGB,png
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0043.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0043.png,511,714,RGB,png
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0044.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0044.png,766,511,RGB,png
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0045.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0045.png,727,511,RGB,png
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0046.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0046.png,511,772,RGB,png
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0047.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0047.png,511,763,RGB,png
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0048.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0048.png,511,784,RGB,png
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0049.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0049.png,511,760,RGB,png
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0050.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0050.png,739,511,RGB,png
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0051.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0051.png,511,735,RGB,png
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0052.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0052.png,511,755,RGB,png
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0053.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0053.png,778,511,RGB,png
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0054.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0054.png,511,752,RGB,png
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0055.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0055.png,733,511,RGB,png
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0056.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0056.png,511,722,RGB,png
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0057.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0057.png,682,511,RGB,png
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0058.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0058.png,717,511,RGB,png
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0059.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0059.png,1019,511,RGB,png
