path,orig_path,width,height,mode,format,cluster,typicality,heterogeneity,quality
datasets\processed\wikiart_mixed\Northern_Renaissance\Northern_Renaissance_0024.png,datasets\processed\wikiart_mixed\Northern_Renaissance\Northern_Renaissance_0024.png,511,681,RGB,png,2,0.6059066,0.87237275,0.17389265
datasets\processed\wikiart_mixed\Northern_Renaissance\Northern_Renaissance_0025.png,datasets\processed\wikiart_mixed\Northern_Renaissance\Northern_Renaissance_0025.png,511,683,RGB,png,2,0.45006576,0.87237275,0.6
datasets\processed\wikiart_mixed\Northern_Renaissance\Northern_Renaissance_0026.png,datasets\processed\wikiart_mixed\Northern_Renaissance\Northern_Renaissance_0026.png,511,619,RGB,png,3,0.2528816,0.7599785,0.039278034
datasets\processed\wikiart_mixed\Northern_Renaissance\Northern_Renaissance_0027.png,datasets\processed\wikiart_mixed\Northern_Renaissance\Northern_Renaissance_0027.png,511,799,RGB,png,2,0.26118675,0.87237275,0.0325775
datasets\processed\wikiart_mixed\Northern_Renaissance\Northern_Renaissance_0028.png,datasets\processed\wikiart_mixed\Northern_Renaissance\Northern_Renaissance_0028.png,511,688,RGB,png,2,0.2512211,0.87237275,0.049786825
datasets\processed\wikiart_mixed\Northern_Renaissance\Northern_Renaissance_0029.png,datasets\processed\wikiart_mixed\Northern_Renaissance\Northern_Renaissance_0029.png,745,511,RGB,png,2,0.4545306,0.87237275,0.038403578
datasets\processed\wikiart_mixed\Northern_Renaissance\Northern_Renaissance_0030.png,datasets\processed\wikiart_mixed\Northern_Renaissance\Northern_Renaissance_0030.png,746,511,RGB,png,2,0.32914442,0.87237275,0.012139806
datasets\processed\wikiart_mixed\Northern_Renaissance\Northern_Renaissance_0031.png,datasets\processed\wikiart_mixed\Northern_Renaissance\Northern_Renaissance_0031.png,511,664,RGB,png,2,0.45654503,0.87237275,0.004229888
datasets\processed\wikiart_mixed\Northern_Renaissance\Northern_Renaissance_0032.png,datasets\processed\wikiart_mixed\Northern_Renaissance\Northern_Renaissance_0032.png,511,789,RGB,png,2,0.46604395,0.87237275,0.012100331
datasets\processed\wikiart_mixed\Northern_Renaissance\Northern_Renaissance_0033.png,datasets\processed\wikiart_mixed\Northern_Renaissance\Northern_Renaissance_0033.png,511,830,RGB,png,2,0.4855923,0.87237275,0.1302906
datasets\processed\wikiart_mixed\Northern_Renaissance\Northern_Renaissance_0034.png,datasets\processed\wikiart_mixed\Northern_Renaissance\Northern_Renaissance_0034.png,511,731,RGB,png,2,0.48798415,0.87237275,0.07019242
datasets\processed\wikiart_mixed\Northern_Renaissance\Northern_Renaissance_0035.png,datasets\processed\wikiart_mixed\Northern_Renaissance\Northern_Renaissance_0035.png,511,629,RGB,png,2,0.41167542,0.87237275,0.06212243
datasets\processed\wikiart_mixed\Northern_Renaissance\Northern_Renaissance_0036.png,datasets\processed\wikiart_mixed\Northern_Renaissance\Northern_Renaissance_0036.png,609,511,RGB,png,2,0.31472278,0.87237275,0.20783938
datasets\processed\wikiart_mixed\Northern_Renaissance\Northern_Renaissance_0037.png,datasets\processed\wikiart_mixed\Northern_Renaissance\Northern_Renaissance_0037.png,511,634,RGB,png,2,0.15696765,0.87237275,0.14336146
datasets\processed\wikiart_mixed\Northern_Renaissance\Northern_Renaissance_0038.png,datasets\processed\wikiart_mixed\Northern_Renaissance\Northern_Renaissance_0038.png,511,621,RGB,png,2,0.40697557,0.87237275,0.009055888
datasets\processed\wikiart_mixed\Northern_Renaissance\Northern_Renaissance_0039.png,datasets\processed\wikiart_mixed\Northern_Renaissance\Northern_Renaissance_0039.png,511,717,RGB,png,2,0.5151356,0.87237275,0.10289196
datasets\processed\wikiart_mixed\Northern_Renaissance\Northern_Renaissance_0040.png,datasets\processed\wikiart_mixed\Northern_Renaissance\Northern_Renaissance_0040.png,511,719,RGB,png,2,0.37434334,0.87237275,0.06959429
datasets\processed\wikiart_mixed\Northern_Renaissance\Northern_Renaissance_0041.png,datasets\processed\wikiart_mixed\Northern_Renaissance\Northern_Renaissance_0041.png,657,511,RGB,png,2,0.45513868,0.87237275,0.020383015
datasets\processed\wikiart_mixed\Northern_Renaissance\Northern_Renaissance_0042.png,datasets\processed\wikiart_mixed\Northern_Renaissance\Northern_Renaissance_0042.png,511,754,RGB,png,2,0.4584253,0.87237275,0.03785151
datasets\processed\wikiart_mixed\Northern_Renaissance\Northern_Renaissance_0043.png,datasets\processed\wikiart_mixed\Northern_Renaissance\Northern_Renaissance_0043.png,511,806,RGB,png,2,0.3312007,0.87237275,0.012782562
datasets\processed\wikiart_mixed\Northern_Renaissance\Northern_Renaissance_0044.png,datasets\processed\wikiart_mixed\Northern_Renaissance\Northern_Renaissance_0044.png,511,785,RGB,png,2,0.5458541,0.87237275,0.007465092
datasets\processed\wikiart_mixed\Northern_Renaissance\Northern_Renaissance_0045.png,datasets\processed\wikiart_mixed\Northern_Renaissance\Northern_Renaissance_0045.png,511,682,RGB,png,2,0.3641546,0.87237275,0.007101032
datasets\processed\wikiart_mixed\Northern_Renaissance\Northern_Renaissance_0046.png,datasets\processed\wikiart_mixed\Northern_Renaissance\Northern_Renaissance_0046.png,511,731,RGB,png,2,0.53903687,0.87237275,0.057626955
datasets\processed\wikiart_mixed\Northern_Renaissance\Northern_Renaissance_0047.png,datasets\processed\wikiart_mixed\Northern_Renaissance\Northern_Renaissance_0047.png,511,515,RGB,png,2,0.43191284,0.87237275,0.018640434
datasets\processed\wikiart_mixed\Northern_Renaissance\Northern_Renaissance_0048.png,datasets\processed\wikiart_mixed\Northern_Renaissance\Northern_Renaissance_0048.png,511,768,RGB,png,2,0.5150383,0.87237275,0.021617021
datasets\processed\wikiart_mixed\Northern_Renaissance\Northern_Renaissance_0049.png,datasets\processed\wikiart_mixed\Northern_Renaissance\Northern_Renaissance_0049.png,511,711,RGB,png,2,0.29813367,0.87237275,0.13315758
datasets\processed\wikiart_mixed\Northern_Renaissance\Northern_Renaissance_0050.png,datasets\processed\wikiart_mixed\Northern_Renaissance\Northern_Renaissance_0050.png,511,655,RGB,png,2,0.5265257,0.87237275,0.041784555
datasets\processed\wikiart_mixed\Northern_Renaissance\Northern_Renaissance_0051.png,datasets\processed\wikiart_mixed\Northern_Renaissance\Northern_Renaissance_0051.png,511,722,RGB,png,2,0.37066466,0.87237275,0.009202234
datasets\processed\wikiart_mixed\Northern_Renaissance\Northern_Renaissance_0052.png,datasets\processed\wikiart_mixed\Northern_Renaissance\Northern_Renaissance_0052.png,511,700,RGB,png,2,0.31072706,0.87237275,0.091040626
datasets\processed\wikiart_mixed\Northern_Renaissance\Northern_Renaissance_0053.png,datasets\processed\wikiart_mixed\Northern_Renaissance\Northern_Renaissance_0053.png,511,1320,RGB,png,2,0.49285117,0.87237275,0.0054487023
datasets\processed\wikiart_mixed\Northern_Renaissance\Northern_Renaissance_0054.png,datasets\processed\wikiart_mixed\Northern_Renaissance\Northern_Renaissance_0054.png,511,917,RGB,png,2,0.5840534,0.87237275,0.016020851
datasets\processed\wikiart_mixed\Northern_Renaissance\Northern_Renaissance_0055.png,datasets\processed\wikiart_mixed\Northern_Renaissance\Northern_Renaissance_0055.png,511,628,RGB,png,2,0.4927188,0.87237275,0.0055749067
datasets\processed\wikiart_mixed\Northern_Renaissance\Northern_Renaissance_0056.png,datasets\processed\wikiart_mixed\Northern_Renaissance\Northern_Renaissance_0056.png,511,696,RGB,png,2,0.5255838,0.87237275,0.043376297
datasets\processed\wikiart_mixed\Northern_Renaissance\Northern_Renaissance_0057.png,datasets\processed\wikiart_mixed\Northern_Renaissance\Northern_Renaissance_0057.png,511,681,RGB,png,3,0.17630917,0.7599785,0.078772984
datasets\processed\wikiart_mixed\Northern_Renaissance\Northern_Renaissance_0058.png,datasets\processed\wikiart_mixed\Northern_Renaissance\Northern_Renaissance_0058.png,511,682,RGB,png,2,0.41545328,0.87237275,0.02506339
datasets\processed\wikiart_mixed\Northern_Renaissance\Northern_Renaissance_0059.png,datasets\processed\wikiart_mixed\Northern_Renaissance\Northern_Renaissance_0059.png,511,1112,RGB,png,2,0.3030406,0.87237275,0.07050803
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0000.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0000.png,511,893,RGB,png,1,0.17322186,0.0,0.0015048134
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0001.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0001.png,753,511,RGB,png,1,0.17837486,0.0,0.18818636
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0002.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0002.png,647,511,RGB,png,1,0.418207,0.0,0.01899547
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0003.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0003.png,511,767,RGB,png,1,0.22221072,0.0,0.013732478
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0004.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0004.png,511,511,RGB,png,1,0.19732821,0.0,0.013867951
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0005.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0005.png,719,511,RGB,png,1,0.16290735,0.0,0.004481211
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0006.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0006.png,511,579,RGB,png,1,0.3292587,0.0,0.0065180925
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0007.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0007.png,511,694,RGB,png,1,0.39398283,0.0,0.0026472202
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0008.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0008.png,511,773,RGB,png,1,0.29289266,0.0,0.028693723
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0009.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0009.png,715,511,RGB,png,0,0.5411838,1.0,0.029294642
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0010.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0010.png,534,511,RGB,png,1,0.27461964,0.0,0.12664236
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0011.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0011.png,511,672,RGB,png,1,0.12886247,0.0,0.0029641083
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0012.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0012.png,717,511,RGB,png,1,0.0,0.0,0.017408615
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0013.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0013.png,763,511,RGB,png,1,0.13189286,0.0,0.09281367
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0014.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0014.png,511,786,RGB,png,1,0.22363636,0.0,0.007705929
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0015.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0015.png,726,511,RGB,png,1,0.3540221,0.0,0.0076197777
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0016.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0016.png,511,645,RGB,png,1,0.38208103,0.0,0.0051777125
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0017.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0017.png,511,770,RGB,png,1,0.33118322,0.0,0.013823961
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0018.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0018.png,511,673,RGB,png,1,0.3199693,0.0,0.04721732
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0019.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0019.png,511,690,RGB,png,1,0.21462691,0.0,0.0143626435
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0020.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0020.png,511,516,RGB,png,1,0.2505419,0.0,0.025221808
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0021.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0021.png,511,738,RGB,png,1,0.18896024,0.0,0.025403949
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0022.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0022.png,511,766,RGB,png,1,0.17841825,0.0,0.00838544
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0023.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0023.png,523,511,RGB,png,1,0.22621793,0.0,0.1214622
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0024.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0024.png,524,511,RGB,png,1,0.30192947,0.0,0.05623263
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0025.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0025.png,511,554,RGB,png,1,0.23069979,0.0,0.012513703
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0026.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0026.png,511,879,RGB,png,1,0.22695674,0.0,0.064904936
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0027.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0027.png,638,511,RGB,png,1,0.37661174,0.0,0.031219173
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0028.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0028.png,511,705,RGB,png,1,0.23363039,0.0,0.015700765
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0029.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0029.png,680,511,RGB,png,1,0.39179868,0.0,0.0040366626
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0030.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0030.png,511,515,RGB,png,1,0.28222394,0.0,0.012843061
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0031.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0031.png,511,765,RGB,png,1,0.46727997,0.0,0.008861976
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0032.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0032.png,511,513,RGB,png,1,0.24472973,0.0,0.08902626
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0033.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0033.png,511,686,RGB,png,1,0.07234535,0.0,0.035385575
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0034.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0034.png,511,683,RGB,png,1,0.25878638,0.0,0.01669487
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0035.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0035.png,702,511,RGB,png,1,0.1574802,0.0,0.057837773
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0036.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0036.png,833,511,RGB,png,1,0.051402215,0.0,0.08215181
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0037.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0037.png,511,733,RGB,png,1,0.28108248,0.0,0.004420438
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0038.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0038.png,511,691,RGB,png,1,0.16372848,0.0,0.005625348
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0039.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0039.png,511,658,RGB,png,1,0.3453494,0.0,0.030559698
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0040.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0040.png,548,511,RGB,png,1,0.21507423,0.0,0.09185951
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0041.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0041.png,511,705,RGB,png,1,0.3336221,0.0,0.008039249
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0042.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0042.png,511,633,RGB,png,3,0.15911925,0.7599785,0.07936072
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0043.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0043.png,511,756,RGB,png,1,0.17619517,0.0,0.020334406
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0044.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0044.png,511,671,RGB,png,1,0.48737577,0.0,0.09090109
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0045.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0045.png,511,541,RGB,png,1,0.14093593,0.0,0.051575743
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0046.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0046.png,688,511,RGB,png,1,0.1818309,0.0,0.014075531
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0047.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0047.png,511,739,RGB,png,1,0.45517185,0.0,0.015091311
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0048.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0048.png,639,511,RGB,png,1,0.4352803,0.0,0.028159024
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0049.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0049.png,511,512,RGB,png,1,0.28126356,0.0,0.016909633
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0050.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0050.png,511,511,RGB,png,1,0.13114546,0.0,0.011699216
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0051.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0051.png,511,671,RGB,png,1,0.4276004,0.0,0.117295474
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0052.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0052.png,511,705,RGB,png,1,0.24843542,0.0,0.010090189
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0053.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0053.png,511,521,RGB,png,1,0.47253382,0.0,0.04537191
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0054.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0054.png,511,660,RGB,png,1,0.22840911,0.0,0.03142582
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0055.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0055.png,511,629,RGB,png,1,0.13631952,0.0,0.014244561
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0056.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0056.png,511,513,RGB,png,1,0.18326378,0.0,0.029434755
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0057.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0057.png,735,511,RGB,png,1,0.15662903,0.0,0.08716506
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0058.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0058.png,647,511,RGB,png,1,0.3425216,0.0,0.009801079
datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0059.png,datasets\processed\wikiart_mixed\Pop_Art\Pop_Art_0059.png,695,511,RGB,png,1,0.30797186,0.0,0.19869034
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0000.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0000.png,511,778,RGB,png,0,0.88922244,1.0,0.07071096
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0001.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0001.png,760,511,RGB,png,0,0.47027868,1.0,0.06448758
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0002.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0002.png,511,729,RGB,png,0,0.5458623,1.0,0.023633802
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0003.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0003.png,962,511,RGB,png,0,0.37030116,1.0,0.024523363
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0004.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0004.png,511,763,RGB,png,0,0.6233125,1.0,0.02034771
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0005.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0005.png,511,818,RGB,png,0,0.9049994,1.0,0.025964294
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0006.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0006.png,511,753,RGB,png,0,0.99999976,1.0,0.07435072
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0007.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0007.png,511,757,RGB,png,0,0.8555472,1.0,0.13167611
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0008.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0008.png,511,737,RGB,png,0,0.8090334,1.0,0.11363918
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0009.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0009.png,511,932,RGB,png,0,0.3957479,1.0,0.24964699
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0010.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0010.png,743,511,RGB,png,0,0.50310963,1.0,0.14314878
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0011.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0011.png,511,710,RGB,png,0,0.58383584,1.0,0.034811966
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0012.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0012.png,1086,511,RGB,png,0,0.59138095,1.0,0.060840487
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0013.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0013.png,777,511,RGB,png,0,0.39973658,1.0,0.15446836
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0014.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0014.png,1077,511,RGB,png,0,0.6774796,1.0,0.09671683
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0015.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0015.png,511,726,RGB,png,0,0.6254351,1.0,0.036535274
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0016.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0016.png,511,755,RGB,png,0,0.9465567,1.0,0.071461745
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0017.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0017.png,511,667,RGB,png,0,0.4510299,1.0,0.042550292
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0018.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0018.png,511,750,RGB,png,0,0.4262199,1.0,0.073402196
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0019.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0019.png,511,577,RGB,png,0,0.9524827,1.0,0.037109982
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0020.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0020.png,511,774,RGB,png,0,0.81736696,1.0,0.033811435
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0021.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0021.png,511,715,RGB,png,0,0.22648671,1.0,0.025954584
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0022.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0022.png,511,733,RGB,png,0,0.7112127,1.0,0.03210093
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0023.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0023.png,511,1320,RGB,png,0,0.15599973,1.0,0.11899501
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0024.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0024.png,690,511,RGB,png,0,0.61662495,1.0,0.037130408
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0025.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0025.png,511,722,RGB,png,0,0.997665,1.0,0.06979696
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0026.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0026.png,744,511,RGB,png,0,0.5448973,1.0,0.08434798
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0027.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0027.png,511,748,RGB,png,0,0.47007072,1.0,0.059922855
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0028.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0028.png,779,511,RGB,png,0,0.5386877,1.0,0.026855893
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0029.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0029.png,1027,511,RGB,png,0,0.80537987,1.0,0.014442987
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0030.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0030.png,763,511,RGB,png,0,0.67716736,1.0,0.08310855
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0031.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0031.png,697,511,RGB,png,1,0.17801464,0.0,0.13771036
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0032.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0032.png,511,756,RGB,png,0,0.73690057,1.0,0.24003269
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0033.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0033.png,511,716,RGB,png,0,0.38893875,1.0,0.03639279
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0034.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0034.png,627,511,RGB,png,0,0.41335952,1.0,0.13403904
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0035.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0035.png,1057,511,RGB,png,0,0.6377264,1.0,0.043108158
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0036.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0036.png,762,511,RGB,png,0,0.71021974,1.0,0.12711257
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0037.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0037.png,511,745,RGB,png,0,0.78064084,1.0,0.13143168
